Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image,Interesting
First 100 Words: A Padded Board Book,3,4.7,4.50329,Roger Priddy,Board book,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/71aMpgf078L._AC_UL300_SR300,200_.jpg",1
The Housemaid,4,4.7,1.97865,Freida McFadden,Paperback,Psychological Fiction,"https://images-eu.ssl-images-amazon.com/images/I/81AHTyq2wVL._AC_UL300_SR300,200_.jpg",1
Golden Books The Tale of Peter Rabbit,0,4.8,0.23487,Beatrix Potter,Hardcover,Early Learning for Children,"https://images-eu.ssl-images-amazon.com/images/I/91aZJmKeqUL._AC_UL300_SR300,200_.jpg",1
"Cambridge University Press Unlock Level 3 Reading, Writing, & Critical Thinking Students Book",4,4.7,0.00223,Carolyn Westbrook,Paperback,Higher & Continuing Education,"https://images-eu.ssl-images-amazon.com/images/I/71-pRNI-CUL._AC_UL300_SR300,200_.jpg",1
الليالي البيضاء,1,4.6,0.00756,دوستويفسكي ,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/813axjGRhzL._AC_UL300_SR300,200_.jpg",1
القهوة السوداء,2,4.5,0.00099,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/411822.jpg",1
Best of Babies,4,4.7,0.02108,Collectif,Paperback,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/716wZKBSleL._AC_UL300_SR300,200_.jpg",1
A Man Called Ove,2,4.6,2.23869,Fredrik Backman,Paperback,Humorous Fiction,"https://images-eu.ssl-images-amazon.com/images/I/81g2oEdeGTL._AC_UL300_SR300,200_.jpg",1
Colouring Books For Kids (Pack Of 12 Books For Children ),2,4.4,0.66281,Wonder House Books,Paperback,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/81ZiMSpnmDL._AC_UL300_SR300,200_.jpg",1
"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness: OVER 2 MILLION COPIES SOLD",4,4.7,3.19949,Vex King,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/61EuEW9rABL._AC_UL300_SR300,200_.jpg",1
White Nights,0,4.6,0.18465,Fyodor Dostoyevsky,Mass Market Paperback,Genre Fiction,"https://images-eu.ssl-images-amazon.com/images/I/51lMJWnnRDL._AC_UL300_SR300,200_.jpg",0
Orientalism: Western Conceptions of the Orient,4,4.6,0.20151,Edward W. Said,Paperback,History,"https://images-eu.ssl-images-amazon.com/images/I/81CGJE1QyKL._AC_UL300_SR300,200_.jpg",0
Mandala: Colouring Books For Adults With Tear Out Sheets (Adult Colouring Book) Paperback,1,4.5,0.62499,Wonder House Books,Paperback,Drawing,"https://images-eu.ssl-images-amazon.com/images/I/91-40jIWD4S._AC_UL300_SR300,200_.jpg",0
الفقراء,2,4.6,0.00657,various,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/61G-1AW1NAL._AC_UL300_SR300,200_.jpg",1
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,4,4.8,9.04862,James Clear,Hardcover,Business Management,"https://images-eu.ssl-images-amazon.com/images/I/81ANaVZk5LL._AC_UL300_SR300,200_.jpg",1
GRAPHIX Dog Man 10: Mothering Heights (The New BlockbUSting International Bestseller),3,4.9,2.78779,Dav Pilkey,Hardcover,Mysteries & Detective Stories for Children,"https://images-eu.ssl-images-amazon.com/images/I/81Cx8j-Db4L._AC_UL300_SR300,200_.jpg",1
المنزل الاعوج جريمة قتل في منزل آل ليونيدز,2,5.0,0.00074,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Non-Fiction,, New Arrivals,, E-Books,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/8/d/b/38dbe304f85f5bdf364a09f58047c9cc956b6e30_411829.jpg",1
"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson",2,4.6,1.03037,Mitch Albom,Paperback,Philosophy,"https://images-eu.ssl-images-amazon.com/images/I/71nUyVAUJfL._AC_UL300_SR300,200_.jpg",1
"Handwriting Practice Book For Kids Ages 6-10: Printing Workbook For Grades 1, 2 & 3, Learn To Trace Alphabet Letters And Numbers 1-100, Sight Words, 101 Jokes: Improve Writing Penmanship",2,4.7,0.66455,Hippidoo,Paperback,Education Studies & Teaching,"https://images-eu.ssl-images-amazon.com/images/I/61DEi2dDNAL._AC_UL300_SR300,200_.jpg",1
Blippi: I Like That! Coloring Book with Crayons: Blippi Coloring Book with Crayons,1,4.7,0.44047,Editors of Studio Fun International,Paperback,Education Studies & Teaching,"https://images-eu.ssl-images-amazon.com/images/I/81ent8SDQkL._AC_UL300_SR300,200_.jpg",1
"Brown Bear, Brown Bear, What Do You See?",2,4.9,6.15729,Bill Martin,Board book,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/81kZ3Gl3WKL._AC_UL300_SR300,200_.jpg",1
The Four Agreements: Practical Guide to Personal Freedom: A Practical Guide to Personal Freedom (Toltec Wisdom): 1,3,4.8,9.55407,Don Miguel Ruiz,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/91rR9gMuOVL._AC_UL300_SR300,200_.jpg",1
Baby Touch And Feel: Animals (Baby Touch And Feel (Dk Publishing)),1,4.7,1.42694,DK,Board book,Activity Books for Children,"https://images-eu.ssl-images-amazon.com/images/I/71JgyMLYYSL._AC_UL300_SR300,200_.jpg",1
Coloriages mystères Disney - Les Grands classiques Tome 10,4,4.8,0.06957,Jérémy Mariez,Paperback,Drawing,"https://images-eu.ssl-images-amazon.com/images/I/81lpjslIBgL._AC_UL300_SR300,200_.jpg",1
الاطلس المصور للاطفال - العالم,1,4.5,0.01575,مجموعة من المؤلفين ,Hardcover,Explore the World Books for Children,"https://images-eu.ssl-images-amazon.com/images/I/81LdXwj8lnL._AC_UL300_SR300,200_.jpg",0
Coloriages Mystères Disney Portraits,4,4.6,0.5987,Christophe-Alexis Perez,Paperback,Activity Books for Children,"https://images-eu.ssl-images-amazon.com/images/I/81RQHuIg0ZL._AC_UL300_SR300,200_.jpg",1
A Curse For True Love: the thrilling final book in the Once Upon a Broken: 3,4,4.5,0.05121,Stephanie Garber,Paperback,Romantic Fantasy,"https://images-eu.ssl-images-amazon.com/images/I/91EHaC+M-RL._AC_UL300_SR300,200_.jpg",1
الاب الغني الاب الفقير ما يعلمه الاثرياء ولا يعلمه الفقراء,4,5.0,0.00298,‎روبرت تي كيوساكي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Business & Management,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/479220.jpg",1
ثق بنفسك مجموعة مقولات,1,4.0,0.0005,‎هيلين اكسلي‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/550671.jpg",1
No Hitting!,1,4.4,0.12587,Karen Katz,Paperback,Children's Books on Social Skills,"https://images-eu.ssl-images-amazon.com/images/I/71UvyNwcMDL._AC_UL300_SR300,200_.jpg",0
The Art of Sourdough Scoring: Your All-In-One Guide to Perfect Loaves with Gorgeous Designs,4,4.5,0.02083,Brittany Wood,Paperback,"Crafts, Hobbies & Home","https://images-eu.ssl-images-amazon.com/images/I/91G4u-eoQDL._AC_UL300_SR300,200_.jpg",1
Random House Books for Young Readers The Dragon's Promise: 2,3,4.6,0.03013,Elizabeth Lim,Paperback,Fantasy for Young Adults,"https://images-eu.ssl-images-amazon.com/images/I/A1XKp-yYXWL._AC_UL300_SR300,200_.jpg",0
The Art Of Cuphead,4,4.9,0.44407,Studio MDHR,Hardcover,Digital Art,"https://images-eu.ssl-images-amazon.com/images/I/91EaniW+yML._AC_UL300_SR300,200_.jpg",1
Coloriages mystأ¨res Disney - Mickey and friends,4,4.8,0.07577,Jérémy Mariez,Paperback,Drawing,"https://images-eu.ssl-images-amazon.com/images/I/81gX7wE7VmL._AC_UL300_SR300,200_.jpg",1
Batman: The Golden Age Omnibus Vol. 1 (2023 Editio,4,4.9,0.0031,Bob Kane,Hardcover,Manga Comics & Graphic Novels,"https://images-eu.ssl-images-amazon.com/images/I/81fY7Gc-dIL._AC_UL300_SR300,200_.jpg",1
"Man's Search For Meaning: The classic tribute to hope from the Holocaust Frankl, Viktor E",1,4.7,5.00428,Viktor E Frankl,Paperback,Textbooks and study guide,"https://images-eu.ssl-images-amazon.com/images/I/61157LApbuL._AC_UL300_SR300,200_.jpg",0
DK Children Baby Touch And Feel Mealtime,1,4.5,0.03869,DK,Board book,Children's Early Learning Books on the Alphabet,"https://images-eu.ssl-images-amazon.com/images/I/71Zw8OYPrIL._AC_UL300_SR300,200_.jpg",0
The Food For Life Cookbook: 100+ Recipes Created with ZOE,4,4.5,0.10813,Tim Spector,Hardcover,Celebrity & TV Show Cookbooks,"https://images-eu.ssl-images-amazon.com/images/I/71y71Q+YuQL._AC_UL300_SR300,200_.jpg",1
"Food for Life: The New Science of Eating Well, by the #1 bestsell",4,4.6,0.14658,Tim Spector,Paperback,Diets,"https://images-eu.ssl-images-amazon.com/images/I/71dKEGV5j0L._AC_UL300_SR300,200_.jpg",1
اعلان عن جريمة,2,4.8,0.00062,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/7/0/2/e702d1da7bbc0a6c08dddf5db9248d135989e877_315080.jpg",1
Why Has Nobody Told Me This Before?: The No 1 Sunday Times Bestseller 2022,3,4.6,1.1049,Dr Julie Smith,Paperback,Psychological Therapy,"https://images-eu.ssl-images-amazon.com/images/I/61WA9ViLmML._AC_UL300_SR300,200_.jpg",1
ONEWorld Publications Sweet Bean Paste: The International Bestseller,4,4.7,0.0816,Durian Sukegawa,Paperback,Baking,"https://images-eu.ssl-images-amazon.com/images/I/71M5WKI6dJL._AC_UL300_SR300,200_.jpg",1
"Shifrat Da Vinci: The Da Vinci Code (Arabic Edition), Dan Brown, The Arab Science Publishers",4,4.3,0.0062,دان براون ,Paperback,Historical Mystery,"https://images-eu.ssl-images-amazon.com/images/I/91dDl4qglFL._AC_UL300_SR300,200_.jpg",1
A Game of Thrones: 1,2,4.6,0.03857,George R. R. Martin,Mass Market Paperback,Poetry Anthologies,"https://images-eu.ssl-images-amazon.com/images/I/81dvjub+IRL._AC_UL300_SR300,200_.jpg",1
لغز القطار الازرق,2,5.0,0.00074,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/338804.jpg",0
قوة العادات لماذا نعمل ما نعمل فى الحياة الشخصية والعملية,4,5.0,0.00037,‎تشارلز دويج‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/397906.jpg",1
365 قصة عن الاخلاق عبرة في كل يوم تبعدك عن المتاعب,4,4.7,0.00037,Unknown,غلاف مقوى,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/454250.jpg",1
جثة في المكتبة,2,4.9,0.00099,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Non-Fiction,, E-Books,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/7/6/8/5/76857c3e1faa01ccb5cc35074a403c039425a570_296946.jpg",0
فكر وازدد ثراء اكتشف قوتك السحرية لتصبح ثريا,3,4.2,0.00062,‎نابليون هيل‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, E-Books","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/411059.jpg",1
ماجدولين,2,5.0,0.00037,‎مصطفى لطفي المنفولطي‎,Paperback,"Best Sellers,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/536514.jpg",1
أمير الشر الجزء الاول,4,3.7,0.00037,‎هولي بلاك‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/a/7/8/9a7850ce32333860d19f614d759f8bbcac71f239_567904.jpg",1
يحب الاطفال الكلمات الاولى,1,5.0,0.00037,‎سلسلة يحب الاطفال‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/526711.jpg",1
مصحف القيام مقاس 25×35,4,5.0,0.00248,‎ادهم فادي‎,غلاف مقوى فني,"Islamic & Religion Books,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/3/2/e/932ecff3798b1e39d71c4dc3b859cdf97c75d63f_584370.jpg",1
شفاء الطفل التائه بداخلك كيف توقف ردود الفعل الاندفاعية,3,5.0,0.00037,‎روبرت جاكمان‎,Paperback,"Jarir Publications Books,, Self Development,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/4/c/c/04ccd74f9683e21fdd9705e9c48235ce093d0e2a_571837.jpg",1
أيقظ قواك الخفية كيف تتحكم فورا بمستقبلك الذهني والعاطفي و الجسماني و المالي,4,4.7,0.00037,‎أنتوني روبنز‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/1/2/123421.jpg",1
الاهداف / كيف تحصل على كل شيء تريده أسرع مما ظننته ممكنا,2,5.0,0.00037,‎براين ترايسي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/8/383248.jpg",0
لا أعذار قوة الانضباط الذاتي,3,5.0,0.00037,‎براين ترايسي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/8/385407.jpeg",1
الساعات جثة في منزل الانسة العمياء,2,4.8,0.0005,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/450964.jpg",1
التلوين الباعث على الصفاء والهدوء فن الوعي التام,3,5.0,0.0005,‎اصدارات مكتبة جرير‎,Paperback,"Jarir Publications Books,, Best Sellers,, Crafts & Hobbies,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/455718.jpg",1
كتاب التلوين من أجل الهدوء رسومات جميلة لتخفيف همومك,3,4.7,0.00037,‎مجموعة مؤلفين‎,Paperback,"Jarir Publications Books,, Best Sellers,, Crafts & Hobbies,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/455727.jpg",1
طفل المخ الكامل 12 استراتيجية ثورية للعناية بالمخ النامي,1,5.0,0.00037,‎تينا باين برايسون ‎/‎ دانيال جيه سيجل‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/456797.jpg",1
كتاب التلوين للكبار رسومات تساعدك على التخلص من التوتر,3,5.0,0.00037,‎اصدارات مكتبة جرير‎,Paperback,"Jarir Publications Books,, Best Sellers,, Crafts & Hobbies,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/457900.jpg",1
العجلات المتحركة سيارة المطافي,1,5.0,0.00025,‎سلسلة العجلات المتحركة‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458622.jpg",1
ابق قويا 365 يوما في السنة,4,4.8,0.00211,‎ديمي لوفاتو‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/419110.jpg",0
حكايات الاحلام السعيدة كنز من حكايات الاطفال,3,5.0,0.00025,Unknown,غلاف مقوى,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/454518.jpg",1
حكايات الخمس دقائق قصص ما قبل النوم قصص لطيفة تساعد على النوم,1,4.0,0.00025,‎سلسلة حكايات الخمس دقائق‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429642.jpg",1
حكايات ما قبل النوم 7 حكايات قبل النوم,1,3.5,0.00025,‎مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429643.jpg",1
501 شيء لتبحثي عنها أشياء مثيرة لتبحثي عنها وتحددي مكانها 3 أرانب,1,5.0,0.00025,‎مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429647.jpg",1
من جيد الى عظيم,4,5.0,0.0005,‎جيم كولينز‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Business & Management,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/442111.jpg",0
(أنا أسمع أصدقائي من الحيوانات الصغيرة (كتاب صوتي,3,5.0,0.00025,‎سلسلة أنا أسمع‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/441356.jpg",1
(أنا أسمع حيوانات المزرعة الصغيرة (كتاب صوتي,3,5.0,0.00037,‎سلسلة أنا أسمع‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/441357.jpg",1
حول العالم في 80 يوما كلاسيكيات مصورة,1,5.0,0.00025,‎جول فيرن‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/5/1/0/25100dac6fb29358abcffa3dfbe45156717da9f0_589543.jpg",1
كن قويا,1,4.8,0.0005,‎مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510042.jpg",1
مميز بالاصفر,4,5.0,0.00025,‎روبن شارما‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/515288.jpg",1
واختفي كل شيء,2,4.9,0.01128,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Best Sellers,, Non-Fiction,, New Arrivals,, E-Books,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/3/d/a/d3da9f41481911108f522382e7c43a991179e098_296955.jpg",1
قضايا شيرلوك هولمز,1,5.0,0.00025,‎آرثر كونان دويل‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502658.jpg",1
حكايات لخمس دقائق قصص الحيوانات قصص مرحة يجب قراءتها والاحتفاظ بها,1,5.0,0.00025,‎سلسلة حكايات لخمس دقائق‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504087.jpg",1
ايكيجاي السر الياباني لعيش حياة مثمرة وسعيدة,3,5.0,0.0005,‎كين موجي‎,غلاف مقوى,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/491538.jpg",0
المنصف في القدرات بنك اسئلة المحوسب الجديدة جزئين الطبعة الخامسة,4,5.0,0.00025,‎محمود منصف‎,Paperback,"School Textbooks,, New Arrivals, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/6/1/f/e61f42f88c6060fe934e7a9b2fbc9d25f0b2f4ad_643847.jpg",1
رسائل من القرآن,3,5.0,0.00025,‎شعبان منير‎,Paperback,"Islamic & Religion Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/5/7/4/657453b2a047145bf0202c266fe0a6fabedc80bb_638398.jpg",1
موسوعتي الكبيرة عن الفضاء والكون,3,5.0,0.00025,‎مكتبة جرير‎,غلاف مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/422044.jpg",1
(ما الصوت؟ حيوانات (كتاب صوتي,3,4.5,0.00025,‎سلسلة ما الصوت‎,كتاب مقوى,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420546.jpg",1
النموذج الرباعى للتدفقات النقدية,3,4.0,0.00025,‎روبرت تى كيوساكى‎,Paperback,"Jarir Publications Books,, Business & Management,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/6/a/0/86a04dfd2331440610353a947e39acee1ecd460a_282345.jpg",1
العادات ال 7 للاشخاص ذوي الفعالية العالية,4,5.0,0.00025,‎ستيفن ار كوفي‎,غلاف مقوى,"Jarir Publications Books,, Self Development,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/2/6/6/a266421e58c99612bf37d2582302e4de00e03edb_560533.jpg",0
الكتاب الكبير للانشطة الرائعة,4,5.0,0.0005,‎سلسلة الكتاب الكبير‎,Paperback,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/503726.jpg",0
المعاصر اللفظي 9 ورقي ومحوسب 3 أجزاء,4,4.9,0.00186,‎عثمان عبدالله‎,Paperback,"School Textbooks,, New Arrivals,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/f/5/8/5f58c45a3a2c46a467f5b9b8aa024cf2e43e4f60_641634.jpg",1
كيف تريح عقلك,1,4.7,0.00037,‎آنا بارنز‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521739.jpg",1
مذكرة السعادة,1,5.0,0.00025,‎انا بارنز‎,Paperback,"Jarir Publications Books,, Self Development,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549576.jpg",1
سوف تراه عندما تؤمن به سبيلك الى التحول الذاتي,1,5.0,0.00025,‎واين دبليو داير‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/2/222216.jpeg",1
كيف تقول لا توقف عن محاولة ارضاء الاخرين للابد,1,4.5,0.00025,‎سوزان نيومان‎,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/8/281574.jpg",1
الموت على ضفاف النيل,2,5.0,0.00037,‎أجاثا كريستي‎,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/296950.jpg",1
