,Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image
186,ÇáãÓ æÇÓÊÔÚÑ ÍíæÇäÇÊ ÇáãÒÑÚÉ,29,Null,Null,ıÓáÓáÉ ÇÕÏŞÇÆì ÇáÙÑİÇÁı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360463.jpg"
187,ÇáãÓ æÇÓÊÔÚÑ ÇáÍíæÇäÇÊ ÇáÈÑíÉ,29,Null,Null,ıÓáÓáÉ ÇÕÏŞÇÆì ÇáÙÑİÇÁı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360464.jpg"
188,ãä ÃäÇ ¿ ÇáŞØÉ,25,Null,Null,ıÓáÓáÉ ãä ÃäÇı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362138.jpg"
189,ãä ÃäÇ ¿ ÇáÇÓÏ,25,Null,Null,ıÓáÓáÉ ãä ÃäÇı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362139.jpg"
190,ãÛÇãÑÇÊ ÇáŞØÉ ŞØŞæØÉ,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÇáÍíæÇäÇÊ ÇáÕÛíÑÉı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362141.jpg"
191,ãÛÇãÑÇÊ ÇáÈØÉ ÈØæØÉ,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÇáÍíæÇäÇÊ ÇáÕÛíÑÉı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362143.jpg"
192,íæã ããÊÚ İí ÇáãÏÑÓÉ,22,Null,Null,ıÓáÓáÉ ßã ÇáÓÇÚÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/392269.jpg"
193,íæã ããÊÚ İí ÇáãäÒá,22,Null,Null,ıÓáÓáÉ ßã ÇáÓÇÚÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/392271.jpg"
194,ÃİÖá ŞÕÕ ãä ãÒÑÚÉ ÇáÍíæÇäÇÊ,46,Null,Null,ıÇäÇ ßÇÓÇáíÓı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/392327.jpg"
195,ÓäÏÑíáÇ,28,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÚÇáãíÉı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/6/266757.jpg"
196,ĞÇÊ ÇáÑÏÇÁ ÇáÇÍãÑ,30,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÚÇáãíÉı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/6/266766.jpg"
197,ŞÕÕ ÎíÇáíÉ ÓäÏÑíáÇ,15,Null,Null,ıÓáÓáÉ ŞÕÕ ÎíÇáíÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420460.jpg"
198,ŞÕÕ ÎíÇáíÉ ÓäææÇíÊ,15,Null,Null,ıÓáÓáÉ ŞÕÕ ÎíÇáíÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420461.jpg"
199,ŞÕÕ ÎíÇáíÉ ĞÇÊ ÇáÑÏÇÁ ÇáÇÍãÑ,15,Null,Null,ıÓáÓáÉ ŞÕÕ ÎíÇáíÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420462.jpg"
200,(ãÇ ÇáÕæÊ¿ ÇáãÒÑÚÉ (ßÊÇÈ ÕæÊí,45,Null,Null,ıÓáÓáÉ ãÇ ÇáÕæÊı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420547.jpg"
201,(ãÇ ÇáÕæÊ¿ İÑææã (ßÊÇÈ ÕæÊí,45,Null,Null,ıÓáÓáÉ ãÇ ÇáÕæÊı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420548.jpg"
202,áæÓí,23,Null,Null,ını/ıaı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420747.jpg"
203,200 ßáãÉ áãÓÇÚÏÊß Úáì ÇáÊÍÏË Úä Úáã ÇáäİÓ,32,Null,Null,ıãÇíßá ÈÑíÊı,Paperback,"Jarir Publications Books,, Politics & Social Sciences,, New Arrivals,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/9/d/8/09d8de4f65baa8be30907e0e7e834541bd13f099_620648.jpg"
204,ßÊÇÈí ÇáÇæá ÇáÈÍË æÇáÇÓÊßÔÇİ ßÊÇÈ ÕæÊí ÇáÍíæÇäÇÊ,69,Null,Null,ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/c/9/5/1/c9519512526d4f35e30431e858bed065754d4489_619411.jpg"
205,ßÊÇÈí ÇáÇæá ÇáÈÍË æÇáÇÓÊßÔÇİ ßÊÇÈ ÕæÊí íæãí ÇáÍÇİá,69,Null,Null,ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/e/2/6/ee26395e8d257269fd6fba5c8ff06bf9acc085d8_619412.jpg"
206,ØÑíŞ ÇáäÌÇÍ,29,Null,Null,ıåíáíä ÇßÓáíı,Paperback,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/8/7/3/8873ac075f5943e103ce45a8e2b4eb5ec31549bc_619837.jpg"
207,365 ÍßãÉ áßá íæã ãŞæáÇÊ íæãíÉ ãä ŞÈÓ ÇáÍßãÉ,49,Null,Null,ıåíáíä ÇßÓáíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/8/a/6/58a6746dc4089fbc83c2862bc1000d348a3fa110_619846.jpg"
208,ÇÈäÊí ÇáÚÒíÒÉ ÑÓÇÆá íæãíÉ ãáíÆÉ ÈÇáÍÈ,49,Null,Null,ıåíáíä ÇßÓáíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/a/6/4/fa641add92f4171ae62d5900e6ab23651aadcc37_619849.jpg"
209,ÊİÇÁá ÇÍáã ÚÔ 365 İßÑÉ ÇíÌÇÈíÉ æ ãÊİÇÆáÉ áßá íæã,49,Null,Null,ıåíáíä ÇßÓáíı,Paperback,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/2/1/c/221c82f55b48609b053fa45839163546957444fd_619853.jpg"
210,ßíİ ÊÄËÑ Úáì ÇáÇÎÑíä æÊßÓÈ ÇáÇÕÏŞÇÁ ÇáßÊÇÈ ÇáæÍíÏ ÇáĞí íãßäå Ãä íŞæÏß Çáì ÇáäÌÇÍ,35,Null,Null,ıÏíá ßÇÑäíÌíı,Paperback,"Jarir Publications Books,, Self Development,, New Arrivals,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/9/8/c/998c52761d9f1d2407a0d46fe235308da8254ab6_620022.jpg"
211,ÓáÓáÉ ãæÇŞİ íæãíÉ 8 ãæÇŞİ íÊÚÑÖ áåÇ ÇáØİá íæãíÇ 1/8 İì ÚáÈÉ,49,Null,Null,ıãßÊÈÉ ÌÑíÑı,Paperback,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/8/e/0/88e00b6d7308fd05403944fc2969cdc55a528606_623103.jpg"
212,ÇáãÊãíÒ İí ãŞíÇÓ ãæåÈÉ 3-4-5 ÇáØÈÚÉ ÇáÎÇãÓÉ,90,Null,Null,ıÇÈÑÇåíã ŞÔíÑı,Paperback,"School Textbooks,, New Arrivals,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/d/f/8/3df8719bd0683178d3888a103a406a16c29b7a45_636002.jpg"
213,ÇáãÊãíÒ İí ãŞíÇÓ ãæåÈÉ 6-7-8 áÇÎÊÈÇÑ ÇáŞÏÑÇÊ ÇáÚŞáíÉ ÇáãÊÚÏÏÉ ÇáØÈÚÉ ÇáÎÇãÓÉ,90,Null,Null,ıÇÈÑÇåíã ŞÔíÑı,Paperback,"School Textbooks,, New Arrivals,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/8/9/0/f8900103ab1af7ebfc15d0bd09c90aa770bee863_642428.jpg"
214,ÍÕä ÇáãÓáã ÕÛíÑ,2,Null,Null,ıÓÚíÏ Úáì æåÈ ÇáŞÍØÇäìı,Paperback,"Islamic & Religion Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/f/e/0/4fe03f505ddbc6ed0db69867b345da66d593361c_632200.jpg"
215,Ãã İí ãáíæä,25,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549547.jpg"
216,ÃÈ İí ãáíæä,25,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549548.jpg"
217,ÊÈÇ ááÊæÊÑ ÊáãíÍÇÊ æäÕÇÆÍ Úä ßíİíÉ ÇáŞÖÇÁ Úáì ÇáŞáŞ,25,Null,Null,ıÃáíßÓ ãÇÑÊíäı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549565.jpg"
218,ÊÈÇ ááŞáŞ ÊáãíÍÇÊ æäÕÇÆÍ Úä ÇáŞÖÇÁ Úáì ãÎÇæİß,25,Null,Null,ıÃáíßÓ ãÇÑÊíäı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549566.jpg"
219,ÇÕäÚ ĞÇÊß,25,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549574.jpg"
220,ÍßÇíÇÊ 5 ÏŞÇÆŞ ŞÕÕ ãÇ ŞÈá ÇáãÏÑÓÉ,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ 5 ÏŞÇÆŞı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549591.jpg"
221,5 ÏŞÇÆŞ ãä ÍßÇíÇÊ ŞÈá Çáäæã,35,Null,Null,ıÓáÓáÉ 5 ÏŞÇÆŞ ãä ÍßÇíÇÊı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/545245.jpg"
222,İÑæÒä 2 ãáßÉ ÇáËáÌ ØÈÚÉ ÈáÇÊíäíÉ,29,Null,Null,ıÏíÒäíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/538597.jpg"
223,ÌæåÑ ÇáÍíÇÉ ßáãÇÊ ãáåãÉ,19,Null,Null,ıÓÊíİÇäæ ÃÌÇÈíæı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/532610.jpg"
224,ÇİÚá ãÇ íÌÚá ÑæÍß ÊÔÑŞ,30,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/532827.jpg"
225,100 ÔíÁ áÑİÚ ãÚäæíÇÊß ÚäÏãÇ ÊÔÚÑ ÈÇáÇÍÈÇØ,32,Null,Null,ıÌæáíÇ áÇİáíäı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/532493.jpg"
226,ÇáÚäÇíÉ ÈÇáĞÇÊ ßíİ ÊÚíÔ ÍíÇÉ æÇÚíÉ æÊÚÊäí ÈäİÓß,32,Null,Null,ıßáíÑ ÊÔÇãÈÑáíäı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/532502.jpg"
227,áÇ ÊÊÎá Úä ÃÍáÇã íŞÙÊß,15,Null,Null,ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/532508.jpg"
228,ßáí æäÇãí æÃÈåÑí ÇáÇÎÑíä,32,3,(2 reviews),ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/532513.jpg"
229,ßä ÓÚíÏÇ,24,Null,Null,ıåíáíä ÇßÓáíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/550674.jpg"
230,ßä æÇËŞÇ,24,Null,Null,ıåíáíä ÇßÓáíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/550675.jpg"
231,ßä ÇíÌÇÈíÇ,24,Null,Null,ıåíáíä ÇßÓáíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/550680.jpg"
232,ÊÚáã ßÊÇÈÉ ÌÏæá ÇáÖÑÈ ÇßÊÈ æÇãÓÍ ãÚ Şáã,22,Null,Null,ıÓáÓáÉ ÊÚáã ßÊÇÈÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/550706.jpg"
233,ÊÚáã ßÊÇÈÉ ÇáÍÑæİ ÇáÇÈÌÏíÉ ÇáßÈíÑÉ ÇßÊÈ æÇãÓÍ ãÚ Şáã,22,Null,Null,ıÓáÓáÉ ÊÚáã ßÊÇÈÉı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/550707.jpg"
234,ÌËÉ İí ÇáãßÊÈÉ ÑæÇíÇÊ ãÕæÑÉ,37,5,(2 reviews),ıÃÌÇËÇ ßÑíÓÊíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/1/6/c/a16c9cafd793873d1d64debf72fa8e0e69348cc7_560527.jpg"
235,ãÊÚáŞ ÇáÚáã ÇáÌÏíÏ áÊÚáŞ ÇáÈÇáÛíä æßíİ íÓÊØíÚ ãÓÇÚÏÊß İí ÇáÚËæÑ Úáì ÇáÍÈ æÇáÍİÇÙ Úáíå,46,Null,Null,ıÑÇÔíá ÇÓ Çİ åíáÑ ı/ı ÃãíÑ áíİíäı,Paperback,"Jarir Publications Books,, Self Development,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/7/8/e/e78ea8299a16bdfc321f8a4bcd85f9f4f3701b5b_563071.jpg"
236,ãßÊÈÊí ÇáÕÛíÑÉ ÇáÇãíÑÇÊ,59,Null,Null,ıÓáÓáÉ ÇáÇãíÑÇÊı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, New Arrivals,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/c/5/7/5c5740b1ae5e3c99265c847b9dbcbb32b407d94b_561533.jpg"
237,ÇáÚÇÏÇÊ ÇáÓÈÚ ÈÇíÌÇÒ ÍßãÉ ÎÇáÏÉ áÚÇáã ÓÑíÚ ÇáÊÛíÑ,29,Null,Null,ıÓÊíİä ÇÑ ßæİíı,Paperback,"Jarir Publications Books,, Self Development,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/3/1/7/1/3171c244252d17f077120f74f1b96732dc46fd98_558808.jpg"
238,ÇÒÇáÉ ÇáŞáŞ Úáã ÌÏíÏ íÙåÑ ßíİíÉ ßÓÑ ÍáŞÇÊ ÇáŞáŞ æÇáÎæİ áÚáÇÌ ÚŞáß,69,Null,Null,ıÌæÏÓä ÈÑæíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Self Development,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/5/2/7/9/527914e3a806948dbdb7fb4642f1aa2ba9c1a773_567731.jpg"
239,101 ãÈÇÏìÁ ÇáİáÓİÉ,59,Null,Null,ıÈæá ßáíäãÇäı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Politics & Social Sciences,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/5/7/f/657f1e1c5cd723873cce786e33ae643019073ff6_567739.jpg"
240,íÍÈ ÇáÇØİÇá ÇáßáãÉ æÚßÓåÇ,25,Null,Null,ıÓáÓáÉ íÍÈ ÇáÇØİÇáı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/526714.jpg"
241,íÍÈ ÇáÇØİÇá ÇáÇáæÇä,25,Null,Null,ıÓáÓáÉ íÍÈ ÇáÇØİÇáı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/526716.jpg"
242,ÚáÇŞÉ ÇáÚŞá ÈÇáÇãÚÇÁ ßíİ íÄËÑ ÇáÍæÇÑ ÇáÎİí ÏÇÎá ÇÌÓÇãäÇ İí ÍÇáÊäÇ ÇáãÒÇÌíÉ æÎíÇÑÇÊäÇ æ ÕÍÊäÇ ßßá,58,5,(1 review),ıÇãÑÇä ãÇíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,, Health, Fitness & Dieting,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/529201.jpg"
243,ßäÒí ÇáÇæá ãä ŞÕÕ ÇáÌãíáÇÊ,43,Null,Null,ıÓáÓáÉ ßäÒí ÇáÇæáı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/524992.jpg"
244,ßÊÇÈí ÇáÇæá ãä ŞÕÕ ÇáÍíæÇäÇÊ,29,Null,Null,ıÓáÓáÉ ßÊÇÈí ÇáÇæáı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/524993.jpg"
245,ßäÒí ÇáÇæá ãä ŞÕÕ æŞÊ Çáäæã,43,Null,Null,ıÓáÓáÉ ßäÒí ÇáÇæáı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/524995.jpg"
246,ÍßÇíÇÊ ááÇØİÇá İí Óä 2 ÚÇãíä ÍßÇíÇÊ ÑÇÆÚÉ ááÇØİÇá,25,Null,Null,ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464465.jpg"
247,ÍßÇíÇÊ ááÈäÇÊ İí Óä ÚÇã ŞÕÕ ÑÇÆÚÉ ááÈäÇÊ ÇáÕÛíÑÇÊ,25,Null,Null,ını/ıaı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464466.jpg"
248,ÍßÇíÇÊ ááÈäÇÊ İí Óä ÚÇãíä ŞÕÕ ÑÇÆÚÉ ááÈäÇÊ ÇáÕÛíÑÇÊ,25,Null,Null,ını/ıaı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464467.jpg"
