,Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image
123,ßÊÇÈ áÛÉ ÇáÌÓÏ ßíİ ÊŞÑÃ ÇáÇİßÇÑ æÇáäæÇíÇ ÇáÎİíÉ áßá ÔÎÕ,35,5,(1 review),ıãÇÑíÇä ßÇÑíäÊÔ ı/ı ÌÑíÌæÑí åÇÑÊáíı,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/365509.jpeg"
124,ÇáßÊÇÈ ÇáÕÛíÑ áÇáÚÇÈ ÇáãÎ ÇáßÈíÑÉ,53,Null,Null,ı ÇíİÇä ãæÓßæİíÊÔı,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/8/382945.jpg"
125,ŞÑÇÁÉ ÇáæÌæå ÈÓÑÚÉ æíÓÑ,45,4,(1 review),ıÑíÊÔÇÑÏ æÈÓÊÑı,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/410998.jpg"
126,ÇáãÓÊËãÑ ÇáĞßí ÇáßÊÇÈ ÇáÔÇãá Íæá ÇáÇÓÊËãÇÑ ÇáŞÇÆã Úáí ãÈÏÃ ÇáŞíãÉ,145,5,(2 reviews),ıÈäíÇãíä ÌÑÇåÇãı,Paperback,"Jarir Publications Books,, Best Sellers,, Business & Management,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/426451.jpg"
127,ÇááÛÉ ÇáÇäÌáíÒíÉ,18,5,(1 review),ıãßÊÈÉ ÌÑíÑı,Paperback,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446374.jpg"
128,ÇáÑÇåÈ ÇáĞí ÈÇÚ ÓíÇÑÊå ÇáİíÑÇÑí ŞÕÉ ÎíÇáíÉ Íæá ÊÍŞíŞ ÃÍáÇãß æÈáæÛ ãÕíÑß,45,5,(2 reviews),ıÑæÈä ÔÇÑãÇı,Paperback,"Jarir Publications Books,, Best Sellers,, Self Development,, Bargain Books,, New Arrivals,, E-Books","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/8/282871.jpg"
129,ÊäãíÉ ÇáÚŞá áÓä 3 ÓäæÇÊ İãÇ İæŞ ßÊÇÈ ÃäÔØÉ,18,5,(1 review),ıÏÑíã áÇäÏı,Paperback,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446376.jpg"
130,ÃÍÈß íÇ ÃÈí ÚÑÈí ÇäÌáíÒí,35,5,(1 review),ıÃÑáíä Çíåı,Paperback,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446757.jpg"
131,ÃÍÈß íÇ Ããí ÚÑÈí ÇäÌáíÒí,35,5,(1 review),ıÃÑáíä Çíåı,Paperback,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446758.jpg"
132,ßä ÇáÇİÖá İí ææá ÓÊÑíÊ ßíİ ÊÓÊÎÏã ãÇ ÊÚÑİå ÈÇáİÚá áÊßÓÈ ãÇáÇ,59,5,(1 review),ıÌæä ÑæÊÔíáÏ ı/ı ÈíÊÑ áíäÔı,Paperback,"Jarir Publications Books,, Best Sellers,, Business & Management,, Bargain Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/450790.jpg"
133,ÇáÎãÓÉ ÇáãÔÊÈå Èåã ÇáŞÑæÏ ÇáÎãÓÉ ÇáÕÛíÑÉ,37,5,(1 review),ıÃÌÇËÇ ßÑíÓÊíı,Paperback,"Jarir Publications Books,, Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/5/b/4/65b468a50c818a0b3bfb60026d067153436e19dc_451326.jpg"
134,ßÊÇÈ ÇáÊáæíä ááßÈÇÑ ÊÕãíãÇÊ ááÍíæÇäÇÊ ÊÓÇÚÏ Úáì ÇáÊÎáÕ ãä ÇáÊæÊÑ,45,5,(1 review),ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,Paperback,"Jarir Publications Books,, Best Sellers,, Crafts & Hobbies,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/457899.jpg"
135,ÇáÊáæíä ÇáÈÇÚË Úáì ÇáÓÚÇÏÉ æÇáäÔÇØ İä ÇáæÚí ÇáÊÇã,45,5,(1 review),ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,Paperback,"Jarir Publications Books,, Best Sellers,, Crafts & Hobbies,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458469.jpg"
136,ÇáÇáåÇã ÕİÍÇÊ ÇÈÏÇÚíÉ ãä ÃÌá ÇáÇÓÊÑÎÇÁ æÇáÇÓÊãÊÇÚ,30,5,(1 review),ıİÇáäÊíäÇ åÇÑÈÑı,Paperback,"Jarir Publications Books,, Best Sellers,, Crafts & Hobbies,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458848.jpg"
137,ãßÊÈÊí ÇáÕÛíÑÉ ÍßÇíÇÊ ÇáÈäÇÊ,59,Null,Null,ıÓáÓáÉ ãßÊÈÊì ÇáÕÛíÑÉı,Paperback,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464486.jpg"
138,ÇÑÓã æáæä ßÊÇÈ ÃäÔØÉ æÊáæíä ããÊÚ,20,5,(1 review),ıãßÊÈÉ ÌÑíÑı,Paperback,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477861.jpg"
139,ßä ÂãäÇ ÏÇÎá ÇáãÏÑÓÉ,19,Null,Null,ıÓáÓáÉ ßä ÇãäÇı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477599.jpg"
140,ßä ÂãäÇ ÏÇÎá ÇáÓæŞ,19,Null,Null,ıÓáÓáÉ ßä ÇãäÇı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477600.jpg"
141,ßä ÂãäÇ Úáì ÇáØÑíŞ,19,Null,Null,ıÓáÓáÉ ßä ÇãäÇı,ßÊÇÈ İáíä,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477602.jpg"
142,áãÇĞÇ ÃÓÆáÉ íØÑÍåÇ ÇáÇØİÇá,35,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477604.jpg"
143,ŞÕÕ íÊÔÇÑß ÇáÇØİÇá İí ŞÑÇÆÊåÇ 5 ÍßÇíÇÊ ááãÊÚÉ,39,Null,Null,ıÓáÓáÉ 5 ÍßÇíÇÊ ááãÊÚÉı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/478141.jpg"
144,ŞæÉ ÇáËŞÉ ÈÇáäİÓ ßíİ ÊÕÈÍ ÔÎÕÇ ÔÌÇÚÇ áÇ íãßä ÇíŞÇİå,50,Null,Null,ıÈÑÇíä ÊÑÇíÓíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,, Self Development,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/476108.jpg"
145,ÍßÇíÇÊ áÎãÓ ÏŞÇÆŞ ŞÕÕ æŞÊ Çáäæã ßäÒ ãßæä ãä 5 ŞÕÕ íÌÈ ãÔÇÑßÊåÇ,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ áÎãÓ ÏŞÇÆŞı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504088.jpg"
146,16 ŞÕÉ ÃÎáÇŞíÉ ÑÇÆÚÉ ÇáÌÒÁ ÇáÇæá,45,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504108.jpg"
147,16 ŞÕÉ ÃÎáÇŞíÉ ÑÇÆÚÉ ÇáÌÒÁ ÇáËÇäí,45,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504111.jpg"
148,ÍßÇíÇÊ ÌÍÇ,49,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502664.jpg"
149,365 ŞÕÉ ááÈäÇÊ,49,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502670.jpg"
150,ÏíÒäí ãáßÉ ÇáËáÌ 5 ÏŞÇÆŞ ãä ßäÒ ÇáÍßÇíÇÊ,29,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493440.jpg"
151,ÕæİíÇ ÊÕÈÍ ÃãíÑÉ ãÌãæÚÉ ŞÕÕ ŞÕíÑÉ,35,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493445.jpg"
152,ÃãíÑÇÊ ÏíÒäí 5 ÏŞÇÆŞ ãä ßäÒ ÇáÍßÇíÇÊ,39,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493448.jpg"
153,ÏíÒäí ÈíßÓÇÑ ãÌãæÚÉ ŞÕÕ ŞÕíÑÉ,35,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493454.jpg"
154,ÏíÒäí ãáßÉ ÇáËáÌ İÑæÒä ãÍãæÚÉ ŞÕÕ ŞÕíÑÉ,35,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493457.jpg"
155,ÚÔ ÇááÍÙÉ,28,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510041.jpg"
156,ÃäÊ ŞÇÏÑ Úáì åĞÇ,28,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/510046.jpg"
157,ÇÕäÚ ÏíäÇÕæÑß ãáíÁ ÈÍŞÇÆŞ ÇáÏíäÇÕæÑÇÊ ÇáÔÑÓÉ,25,5,(1 review),ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518191.jpg"
158,1001 ÔíÁ ááÈÍË ÚäåÇ ÇáŞÑÇÕäÉ,30,Null,Null,ıÓáÓáÉ 1001 ÔíÁ ááÈÍË ÚäåÇı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518206.jpg"
159,1001 ÔíÁ ááÈÍË ÚäåÇ áÇÚÈÉ ÇáÇÓÊÚÑÇÖ,30,Null,Null,ıÓáÓáÉ 1001 ÔíÁ ááÈÍË ÚäåÇı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518207.jpg"
160,1001 ÔíÁ ááÈÍË ÚäåÇ ãÏÑÓÉ ÇáãÓÑÍ,30,Null,Null,ıÓáÓáÉ 1001 ÔíÁ ááÈÍË ÚäåÇı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518209.jpg"
161,ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞ ÍßÇíÇÊ Úä ÇáÎíæá,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518210.jpg"
162,ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞ ÍßÇíÇÊ Úä ÇáÇÑÇäÈ,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518211.jpg"
163,ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞ ÍßÇíÇÊ Úä ÇáßáÇÈ,15,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518212.jpg"
164,ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞ ÍßÇíÇÊ Úä ÇáŞØØ,25,Null,Null,ıÓáÓáÉ ÍßÇíÇÊ ÇáÎãÓ ÏŞÇÆŞı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518213.jpg"
165,ãáßÉ ÇáËáÌ İÑæÒä ãÌãæÚÉ ŞÕÕíÉ,36,Null,Null,ıÏíÒäíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521414.jpg"
166,ßä ãÍÇÑÈÇ æáÇ Êßä ŞáŞÇ,46,5,(2 reviews),ıÇáíÒÇÈíË ÃÑÔÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521719.jpg"
167,ÇáÍßãÉ ÃİßÇÑ æÃŞæÇá áßá íæã,22,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521728.jpg"
168,ÇáåÏæÁ ÃİßÇÑ æÃŞæÇá áßá íæã,22,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521729.jpg"
169,ÂãäÊ ÈŞÏÑÊåÇ Úáì ÇáÇäÌÇÒ İÃäÌÒÊ,25,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521730.jpg"
170,365 ÓÄÇáÇ æÇÌÇÈÉ ãÏåÔÉ,46,Null,Null,ıãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/522840.jpg"
171,ÍßÇíÇÊ ÇíÓæÈ ÇßÊÔİ ÚÇáã ÍßÇíÇÊ ÇáÍíæÇäÇÊ ÇáÚÌíÈ,19,Null,Null,ıÇßÊÔİ ÚÇáã ÍßÇíÇÊ ÇáÍíæÇäÇÊ ÇáÚÌíÈı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/346666.jpg"
172,ÇáÚÈ æÊÚáã ÇáÇÑŞÇã,25,Null,Null,ıÓáÓáÉ ÇáÚÈ æÊÚáãı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/357966.jpg"
173,ßÊÇÈì ÇáßÈíÑ ááßáãÇÊ íÍæí ãÇ íÒíÏ Úáì 1000 ßáãÉ ÈÓíØÉ ááÇØİÇá,35,Null,Null,ını/ıaı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/358317.jpg"
174,Õæİí æÇáŞÕíÏÉ ÇáãËÇáíÉ ÇáÚÇÏÇÊ 7 ááÇØİÇá ÇáÓÚÏÇÁ ÇáÚÇÏÉ 6,9,Null,Null,ıÔæä ßæİíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, New Arrivals,, E-Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517285.jpg"
175,ÊÚáã ÇáÇäÌáíÒíÉ İí 1000 ßáãÉ,35,Null,Null,ıßÇÑãíä ÓÇíË ı/ı ÃäÇ ÓíÑäÇ İÇÑÏı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/330695.jpg"
176,ÌæÌæ æİØíÑÉ ÇáÌæÒ ÇáÚÇÏÇÊ 7 ááÇØİÇá ÇáÓÚÏÇÁ ÇáÚÇÏÉ 4,9,Null,Null,ıÔæä ßæİíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, New Arrivals,, E-Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517287.jpg"
177,365 ÍßÇíÉ,49,Null,Null,ıÓáÓáÉ 365 ÍßÇíÉı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/334983.jpg"
178,áíáí æÇáÈÓßæíÊ ÇáãŞÒÒ ÇáÚÇÏÇÊ 7 ááÇØİÇá ÇáÓÚÏÇÁ ÇáÚÇÏÉ 5,9,Null,Null,ıÔæä ßæİíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, New Arrivals,, E-Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517289.jpg"
179,ÃİÖá 365 ÍßÇíÉ,49,Null,Null,ıÓáÓáÉ 356 ÍßÇíÉı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Audio & Video CD/DVD,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/334984.jpg"
180,ÇáÏÈ ÌæÈ æÌÏå ÇáÚÇÏÇÊ 7 ááÇØİÇá ÇáÓÚÏÇÁ ÇáÚÇÏÉ 7,9,Null,Null,ıÔæä ßæİíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, New Arrivals,, E-Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517291.jpg"
181,ŞÇãæÓ ÇáÇØİÇá ÇáãÕæÑ 2000 ßáãÉ ááÇØİÇá ãä Óä ÓÈÚ ÓäæÇÊ Çáì ËãÇäí ÓäæÇÊ,49,Null,Null,ıÓæäÇá ÈåÇÑÇÑÇı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/352641.jpg"
182,ÃäÇ ÃÍÈ ÍíæÇäÇÊ ÇáãÒÑÚÉ,25,Null,Null,ını/ıaı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/341792.jpg"
183,ÃäÇ ÃÍÈ ÇáÍíæÇäÇÊ ÇáÈÑíÉ,25,Null,Null,ını/ıaı,ßÊÇÈ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/341793.jpg"
184,ÇáãÓ æÇÓÊÔÚÑ ÇáÍíæÇäÇÊ ãä ÍæáäÇ,29,Null,Null,ıÓáÓáÉ ÇÕÏŞÇÆì ÇáÙÑİÇÁı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360461.jpg"
185,ÇáãÓ æÇÓÊÔÚÑ ÕÛÇÑ ÇáÍíæÇäÇÊ,29,Null,Null,ıÓáÓáÉ ÇÕÏŞÇÆì ÇáÙÑİÇÁı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360462.jpg"
